Year,Player,Age,G,MP,PER,TS%,WS,VORP,FG%,FT%,TRB,AST,STL,BLK,PTS,PPG,RPG,APG,SPG,BPG
2018,Dante Cunningham\cunnida01,30,22,446.6,13.8,0.561,0.9,0.2,0.46799999999999997,0.688,105.6,22,11,13.2,165,7.5,4.8,1,0.5,0.6
2018,Stephen Curry\curryst01,29,51,1632,28.2,0.675,9.1,4.4,0.495,0.9209999999999999,260.09999999999997,311.09999999999997,81.60000000000001,10.200000000000001,1346.3999999999999,26.4,5.1,6.1,1.6,0.2
2018,Troy Daniels\danietr01,26,79,1619.5,9.8,0.583,1.4,-0.4,0.40299999999999997,0.875,126.4,47.4,23.7,7.9,703.1,8.9,1.6,0.6,0.3,0.1
2018,Anthony Davis\davisan02,24,75,2730,28.9,0.612,13.7,4.9,0.534,0.828,832.5,172.5,112.5,195,2107.5,28.1,11.1,2.3,1.5,2.6
2018,Deyonta Davis\davisde01,21,62,942.4,16.6,0.621,2.7,0.3,0.608,0.667,248,37.199999999999996,12.4,37.199999999999996,359.59999999999997,5.8,4,0.6,0.2,0.6
2018,Ed Davis\davised01,28,78,1474.1999999999998,15.5,0.607,5,0.7,0.5820000000000001,0.667,577.2,39,31.200000000000003,54.599999999999994,413.4,5.3,7.4,0.5,0.4,0.7
2018,Dewayne Dedmon\dedmode01,28,62,1543.8,15.8,0.599,3.7,1,0.524,0.779,489.8,93,37.199999999999996,49.6,620,10,7.9,1.5,0.6,0.8
2018,Sam Dekker\dekkesa01,23,73,883.3,11.5,0.534,1.2,-0.2,0.494,0.6609999999999999,175.2,36.5,21.9,7.300000000000001,306.6,4.2,2.4,0.5,0.3,0.1
2018,Malcolm Delaney\delanma01,28,54,1015.2,10.6,0.519,1,-0.4,0.382,0.804,102.6,162,32.4,5.4,340.2,6.3,1.9,3,0.6,0.1
2018,Matthew Dellavedova\dellama01,27,38,710.6,8.6,0.5,0.5,-0.7,0.36200000000000004,0.9259999999999999,64.6,144.4,15.200000000000001,0,163.4,4.3,1.7,3.8,0.4,0
2018,Luol Deng\denglu01,32,1,13,5.5,0.5,0,0,0.5,,0,1,1,0,2,2,0,1,1,0
2018,DeMar DeRozan\derozde01,28,80,2712,21,0.555,9.6,2.6,0.456,0.825,312,416,88,24,1840,23,3.9,5.2,1.1,0.3
2018,Cheick Diallo\diallch01,21,52,582.4,17,0.619,1.9,-0.2,0.58,0.758,213.2,20.8,10.4,20.8,254.8,4.9,4.1,0.4,0.2,0.4
2018,Gorgui Dieng\dienggo01,28,79,1335.1,14.7,0.5429999999999999,2.9,0.5,0.479,0.775,363.4,71.10000000000001,47.4,39.5,466.1,5.9,4.6,0.9,0.6,0.5
2018,Spencer Dinwiddie\dinwisp01,24,80,2304,15.9,0.527,5.7,1.3,0.387,0.813,256,528,72,24,1008,12.6,3.2,6.6,0.9,0.3
2018,Tyler Dorsey\dorsety01,21,56,974.3999999999999,10,0.494,0.4,-0.5,0.377,0.7140000000000001,128.79999999999998,78.39999999999999,16.8,5.6000000000000005,403.2,7.2,2.3,1.4,0.3,0.1
2018,Damyean Dotson\dotsoda01,23,44,475.20000000000005,11.6,0.532,0.6,-0.1,0.447,0.696,83.6,30.799999999999997,13.2,0,180.39999999999998,4.1,1.9,0.7,0.3,0
2018,Milton Doyle\doylemi01,24,10,125,5.2,0.337,-0.1,-0.1,0.27699999999999997,0.5,18,10,6,2,34,3.4,1.8,1,0.6,0.2
2018,PJ Dozier\doziepj01,21,2,3,-5,0.5,0,0,0.5,,1,0,0,0,2,1,0.5,0,0,0
2018,Goran Dragic\dragigo01,31,75,2377.5,16.6,0.5429999999999999,5.3,1.2,0.45,0.8009999999999999,307.5,360,60,15,1297.5,17.3,4.1,4.8,0.8,0.2
2018,Larry Drew\drewla02,27,10,70,2.9,0.354,-0.1,-0.2,0.292,,3,10,0,0,17,1.7,0.3,1,0,0
2018,Larry Drew\drewla02,27,3,15,-9.4,0.14300000000000002,-0.1,-0.1,0.14300000000000002,,0.8999999999999999,2.0999999999999996,0,0,2.0999999999999996,0.7,0.3,0.7,0,0
2018,Larry Drew\drewla02,27,7,55.300000000000004,6.3,0.441,0,-0.1,0.353,,2.1,7.700000000000001,0,0,14.700000000000001,2.1,0.3,1.1,0,0
2018,Andre Drummond\drumman01,24,78,2628.6000000000004,22.9,0.555,10.3,5,0.529,0.605,1248,234,117,124.80000000000001,1170,15,16,3,1.5,1.6
2018,Jared Dudley\dudleja01,32,48,686.4000000000001,8.8,0.5529999999999999,0.8,0,0.39299999999999996,0.7709999999999999,96,76.80000000000001,24,9.600000000000001,153.60000000000002,3.2,2,1.6,0.5,0.2
2018,Kris Dunn\dunnkr01,23,52,1523.6000000000001,14.5,0.488,0.8,0.7,0.429,0.73,223.6,312,104,26,696.8000000000001,13.4,4.3,6,2,0.5
2018,Kevin Durant\duranke01,29,68,2325.6000000000004,26,0.64,10.4,4.5,0.516,0.889,462.4,367.20000000000005,47.599999999999994,122.4,1795.1999999999998,26.4,6.8,5.4,0.7,1.8
2018,Jarell Eddie\eddieja01,26,3,9,-1.9,0,0,0,0,,0.8999999999999999,0,0.8999999999999999,0,0,0,0.3,0,0.3,0
2018,Jarell Eddie\eddieja01,26,2,6,4,0,0,0,0,,1,0,1,0,0,0,0.5,0,0.5,0
2018,Jarell Eddie\eddieja01,26,1,3,-13.5,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
2018,Henry Ellenson\ellenhe01,21,38,330.59999999999997,10.5,0.47600000000000003,0.1,-0.4,0.363,0.862,79.8,19,3.8000000000000003,0,152,4,2.1,0.5,0.1,0
2018,Wayne Ellington\ellinwa01,30,77,2040.5,12.5,0.588,4.5,1,0.40700000000000003,0.8590000000000001,215.6,77,53.9,7.7,862.4,11.2,2.8,1,0.7,0.1
2018,Joel Embiid\embiijo01,23,63,1908.9,22.9,0.573,6.2,2.2,0.483,0.769,693,201.60000000000002,37.8,113.4,1442.6999999999998,22.9,11,3.2,0.6,1.8
2018,James Ennis\ennisja01,27,72,1605.6000000000001,11.6,0.588,3.1,0.4,0.474,0.836,223.20000000000002,72,50.4,21.599999999999998,511.2,7.1,3.1,1,0.7,0.3
2018,James Ennis\ennisja01,27,45,1053,11.9,0.61,2,0.3,0.486,0.877,157.5,49.50000000000001,31.499999999999996,13.5,310.5,6.9,3.5,1.1,0.7,0.3
2018,James Ennis\ennisja01,27,27,550.8,11.2,0.5579999999999999,1,0,0.457,0.767,67.5,21.6,16.2,5.4,202.5,7.5,2.5,0.8,0.6,0.2
2018,Tyler Ennis\ennisty01,23,54,680.4,11.1,0.473,0.8,-0.1,0.42,0.759,97.2,102.6,32.4,10.8,221.39999999999998,4.1,1.8,1.9,0.6,0.2
2018,Jawun Evans\evansja01,21,48,777.5999999999999,7.2,0.42100000000000004,-0.2,-0.5,0.35200000000000004,0.7759999999999999,86.4,100.80000000000001,38.400000000000006,4.800000000000001,230.39999999999998,4.8,1.8,2.1,0.8,0.1
2018,Jeremy Evans\evansje01,30,1,5,10.4,1,0,0,1,,1,0,0,0,2,2,1,0,0,0
2018,Tyreke Evans\evansty01,28,52,1606.8,21.1,0.561,4.2,2.3,0.452,0.785,265.2,270.40000000000003,57.2,15.6,1008.8,19.4,5.1,5.2,1.1,0.3
2018,Dante Exum\exumda01,22,14,235.20000000000002,16.7,0.5660000000000001,0.7,0,0.483,0.8059999999999999,26.599999999999998,43.4,8.4,2.8000000000000003,113.39999999999999,8.1,1.9,3.1,0.6,0.2
2018,Kenneth Faried\farieke01,28,32,460.8,17.4,0.552,1.3,0,0.514,0.706,153.6,19.2,12.8,12.8,188.8,5.9,4.8,0.6,0.4,0.4
2018,Derrick Favors\favorde01,26,77,2156,18.8,0.593,8,2.5,0.563,0.6509999999999999,554.4,100.10000000000001,53.9,84.7,947.1,12.3,7.2,1.3,0.7,1.1
2018,Kay Felder\feldeka01,22,16,140.8,3.6,0.379,-0.5,-0.4,0.3,0.917,17.6,20.8,3.2,1.6,57.6,3.6,1.1,1.3,0.2,0.1
2018,Kay Felder\feldeka01,22,14,134.4,3.6,0.386,-0.5,-0.3,0.303,0.917,14,19.599999999999998,2.8000000000000003,1.4000000000000001,54.6,3.9,1,1.4,0.2,0.1
2018,Kay Felder\feldeka01,22,2,6,2,0.25,0,0,0.25,,4,0,0,0,2,1,2,0,0,0
2018,Cristiano Felicio\feliccr01,25,55,979,12.5,0.614,1.7,-0.1,0.591,0.667,231,55,16.5,11,308,5.6,4.2,1,0.3,0.2
2018,Raymond Felton\feltora01,33,82,1361.2,13,0.494,2.2,-0.3,0.406,0.818,155.79999999999998,205,49.199999999999996,16.400000000000002,565.8000000000001,6.9,1.9,2.5,0.6,0.2
2018,Terrance Ferguson\fergute01,19,61,762.5,7.4,0.545,1.2,-0.1,0.414,0.9,48.800000000000004,18.3,24.400000000000002,12.200000000000001,189.1,3.1,0.8,0.3,0.4,0.2
2018,Yogi Ferrell\ferreyo01,24,82,2279.6,11.4,0.54,3,0.6,0.426,0.7959999999999999,246,205,65.60000000000001,8.200000000000001,836.4,10.2,3,2.5,0.8,0.1
2018,Dorian Finney-Smith\finnedo01,24,21,447.3,7.6,0.48200000000000004,0.1,-0.1,0.38,0.733,75.60000000000001,25.2,10.5,4.2,123.9,5.9,3.6,1.2,0.5,0.2
2018,Bryn Forbes\forbebr01,24,80,1520,9.1,0.525,2.1,-0.4,0.42100000000000004,0.667,112,80,32,0,552,6.9,1.4,1,0.4,0
2018,Evan Fournier\fournev01,25,57,1835.4,15.5,0.5770000000000001,3.3,0.7,0.45899999999999996,0.867,182.4,165.29999999999998,45.6,17.099999999999998,1014.6,17.8,3.2,2.9,0.8,0.3
2018,De'Aaron Fox\foxde01,20,73,2029.4,11.2,0.478,-0.6,-1.2,0.41200000000000003,0.723,204.39999999999998,321.20000000000005,73,21.9,846.8,11.6,2.8,4.4,1,0.3
2018,Tim Frazier\fraziti01,27,59,837.8,11.3,0.475,1.4,0,0.395,0.767,112.1,194.7,47.2,5.9,177,3,1.9,3.3,0.8,0.1
2018,Channing Frye\fryech01,34,53,694.3,13.1,0.599,1.5,0.1,0.491,0.895,132.5,37.099999999999994,15.899999999999999,10.600000000000001,265,5,2.5,0.7,0.3,0.2
2018,Channing Frye\fryech01,34,44,545.6,13.9,0.604,1.2,0.1,0.49700000000000005,0.9329999999999999,110,26.4,17.6,13.2,211.2,4.8,2.5,0.6,0.4,0.3
2018,Channing Frye\fryech01,34,9,150.29999999999998,10.2,0.581,0.3,0,0.465,0.75,25.2,9.9,0.9,0.9,52.199999999999996,5.8,2.8,1.1,0.1,0.1
2018,Markelle Fultz\fultzma01,19,14,253.40000000000003,12.4,0.41600000000000004,0.2,-0.1,0.405,0.47600000000000003,43.4,53.199999999999996,12.6,4.2,99.39999999999999,7.1,3.1,3.8,0.9,0.3
2018,Danilo Gallinari\gallida01,29,21,672,13.8,0.545,1.2,0.1,0.39799999999999996,0.9309999999999999,100.8,42,12.6,10.5,321.3,15.3,4.8,2,0.6,0.5
2018,Langston Galloway\gallola01,26,58,864.2,12.2,0.503,1.4,0.1,0.371,0.805,92.80000000000001,58,34.8,5.800000000000001,359.6,6.2,1.6,1,0.6,0.1
2018,Marc Gasol\gasolma01,33,73,2409,17.4,0.532,4,2.1,0.42,0.8340000000000001,591.3,306.6,51.099999999999994,102.19999999999999,1255.6,17.2,8.1,4.2,0.7,1.4
2018,Pau Gasol\gasolpa01,37,77,1809.5,18.9,0.539,6,2.4,0.45799999999999996,0.7559999999999999,616,238.70000000000002,23.099999999999998,77,777.6999999999999,10.1,8,3.1,0.3,1
2018,Rudy Gay\gayru01,31,57,1231.2,18,0.545,3.1,0.7,0.47100000000000003,0.772,290.7,74.10000000000001,45.6,39.9,655.5,11.5,5.1,1.3,0.8,0.7
2018,Paul George\georgpa01,27,79,2891.4,18.7,0.57,8.9,3.3,0.43,0.82,450.3,260.7,158,39.5,1730.1,21.9,5.7,3.3,2,0.5
2018,Marcus Georges-Hunt\georgma01,23,42,222.6,6.9,0.515,0.2,-0.1,0.43799999999999994,0.619,16.8,8.4,4.2,0,58.8,1.4,0.4,0.2,0.1,0
2018,Jonathan Gibson\gibsojo01,30,4,40,25.4,0.7390000000000001,0.2,0,0.609,,3.2,4,0,0,34,8.5,0.8,1,0,0
2018,Taj Gibson\gibsota01,32,82,2722.4,15.4,0.61,7.2,2.1,0.5770000000000001,0.768,582.1999999999999,98.39999999999999,65.60000000000001,57.4,1000.4,12.2,7.1,1.2,0.8,0.7
2018,Manu Ginobili\ginobma01,40,65,1300,12.9,0.5529999999999999,2.2,0.3,0.434,0.84,143,162.5,45.5,13,578.5,8.9,2.2,2.5,0.7,0.2
2018,Rudy Gobert\goberru01,25,56,1814.3999999999999,20.7,0.657,8.1,2.9,0.622,0.682,599.1999999999999,78.39999999999999,44.800000000000004,128.79999999999998,756,13.5,10.7,1.4,0.8,2.3
2018,Aaron Gordon\gordoaa01,22,58,1908.1999999999998,16.5,0.53,2.9,1,0.434,0.698,458.20000000000005,133.39999999999998,58,46.400000000000006,1020.8000000000001,17.6,7.9,2.3,1,0.8
2018,Eric Gordon\gordoer01,29,69,2152.7999999999997,15.2,0.578,4.7,0.5,0.428,0.809,172.5,151.8,41.4,27.6,1242,18,2.5,2.2,0.6,0.4
2018,Marcin Gortat\gortama01,33,82,2074.6,14.7,0.546,4.9,1.2,0.518,0.675,623.1999999999999,147.6,41,57.4,688.8000000000001,8.4,7.6,1.8,0.5,0.7
2018,Treveon Graham\grahatr01,24,63,1052.1,9,0.5529999999999999,1.8,0.3,0.434,0.695,119.69999999999999,56.7,31.5,0,270.9,4.3,1.9,0.9,0.5,0
2018,Jerami Grant\grantje01,23,81,1644.3,16.2,0.607,5.4,0.6,0.535,0.675,315.9,56.699999999999996,32.4,81,680.4,8.4,3.9,0.7,0.4,1
2018,Jerian Grant\grantje02,25,74,1687.2,14.3,0.528,3.3,0,0.415,0.745,170.2,340.4,66.60000000000001,7.4,621.6,8.4,2.3,4.6,0.9,0.1
2018,Josh Gray\grayjo01,24,5,86,7.2,0.349,-0.2,-0.1,0.268,0.636,10,12,8,2,32,6.4,2,2.4,1.6,0.4
2018,Danny Green\greenda02,30,70,1792,11.4,0.509,2.9,1.4,0.387,0.769,252,112,63,77,602,8.6,3.6,1.6,0.9,1.1
2018,Draymond Green\greendr01,27,70,2289,16.1,0.556,6.1,3,0.45399999999999996,0.775,532,511,98,91,770,11,7.6,7.3,1.4,1.3
2018,Gerald Green\greenge01,32,41,930.6999999999999,14.1,0.5660000000000001,2.1,0,0.40700000000000003,0.85,131.20000000000002,24.599999999999998,24.599999999999998,16.400000000000002,496.09999999999997,12.1,3.2,0.6,0.6,0.4
2018,JaMychal Green\greenja01,27,55,1540,14,0.53,2.6,0.2,0.457,0.721,462,77,33,27.5,566.5,10.3,8.4,1.4,0.6,0.5
2018,Jeff Green\greenje02,31,78,1825.1999999999998,14.8,0.5870000000000001,3.9,0.1,0.47700000000000004,0.868,249.60000000000002,101.4,39,31.200000000000003,842.4000000000001,10.8,3.2,1.3,0.5,0.4
2018,Blake Griffin\griffbl01,28,58,1972,19.6,0.544,4.9,2.4,0.43799999999999994,0.785,429.20000000000005,336.4,40.599999999999994,17.4,1241.1999999999998,21.4,7.4,5.8,0.7,0.3
2018,Blake Griffin\griffbl01,28,33,1138.5,20.4,0.5529999999999999,3,1.5,0.441,0.785,260.7,178.20000000000002,29.7,9.9,745.8000000000001,22.6,7.9,5.4,0.9,0.3
2018,Blake Griffin\griffbl01,28,25,830.0000000000001,18.5,0.531,1.9,0.9,0.433,0.784,165,155,10,10,495,19.8,6.6,6.2,0.4,0.4
2018,Daniel Hamilton\hamilda02,22,6,28.200000000000003,18.2,0.545,0.1,0,0.455,,4.800000000000001,7.800000000000001,1.2000000000000002,0,12,2,0.8,1.3,0.2,0
2018,Tim Hardaway\hardati02,25,57,1886.7,14.4,0.5329999999999999,2.6,0.9,0.42100000000000004,0.816,222.29999999999998,153.9,62.7,11.4,997.5,17.5,3.9,2.7,1.1,0.2
2018,James Harden\hardeja01,28,72,2548.7999999999997,29.8,0.619,15.4,8.3,0.449,0.858,388.8,633.6,129.6,50.4,2188.7999999999997,30.4,5.4,8.8,1.8,0.7
2018,Maurice Harkless\harklma01,24,59,1262.6,12.6,0.596,3.2,1.2,0.495,0.7120000000000001,159.3,53.1,47.2,41.3,383.5,6.5,2.7,0.9,0.8,0.7
2018,Montrezl Harrell\harremo01,24,76,1292,24.7,0.647,5.5,1.5,0.635,0.626,304,76,38,53.199999999999996,836,11,4,1,0.5,0.7
2018,Devin Harris\harride01,34,71,1341.8999999999999,13,0.563,2.5,0,0.41200000000000003,0.835,127.8,149.1,49.699999999999996,14.200000000000001,596.4,8.4,1.8,2.1,0.7,0.2
2018,Devin Harris\harride01,34,44,805.2,13.5,0.56,1.4,0.1,0.415,0.83,83.6,83.6,35.2,8.8,374,8.5,1.9,1.9,0.8,0.2
2018,Devin Harris\harride01,34,27,531.9,12.4,0.568,1.1,-0.1,0.406,0.845,43.2,67.5,13.5,2.7,221.39999999999998,8.2,1.6,2.5,0.5,0.1
2018,Gary Harris\harriga01,23,67,2304.7999999999997,16.5,0.597,5.5,1.7,0.485,0.8270000000000001,174.20000000000002,194.29999999999998,120.60000000000001,13.4,1172.5,17.5,2.6,2.9,1.8,0.2
2018,Joe Harris\harrijo01,26,78,1973.4,13.3,0.634,4,1.1,0.491,0.8270000000000001,257.4,124.80000000000001,31.200000000000003,23.4,842.4000000000001,10.8,3.3,1.6,0.4,0.3
2018,Tobias Harris\harrito02,25,80,2672,17.1,0.565,6.7,1.8,0.46,0.8290000000000001,440,192,72,32,1488,18.6,5.5,2.4,0.9,0.4
2018,Tobias Harris\harrito02,25,48,1564.8000000000002,16.7,0.564,4.1,0.9,0.451,0.846,244.79999999999998,96,33.599999999999994,14.399999999999999,868.8000000000001,18.1,5.1,2,0.7,0.3
2018,Tobias Harris\harrito02,25,32,1104,17.7,0.565,2.6,1,0.473,0.8,192,99.2,38.4,19.2,617.6,19.3,6,3.1,1.2,0.6
2018,Aaron Harrison\harriaa01,23,9,233.1,5.1,0.392,-0.1,-0.1,0.275,0.765,24.3,10.799999999999999,9,1.8,60.300000000000004,6.7,2.7,1.2,1,0.2
2018,Andrew Harrison\harrian01,23,56,1327.2,12.7,0.534,1.7,-0.2,0.42200000000000004,0.78,128.79999999999998,179.20000000000002,39.199999999999996,28,532,9.5,2.3,3.2,0.7,0.5
2018,Shaquille Harrison\harrish01,24,23,384.09999999999997,15.6,0.54,0.8,0.2,0.47600000000000003,0.737,62.1,55.199999999999996,25.3,6.8999999999999995,151.79999999999998,6.6,2.7,2.4,1.1,0.3
2018,Josh Hart\hartjo01,22,63,1461.6,12.2,0.596,3.4,0.7,0.469,0.7020000000000001,264.6,81.9,44.099999999999994,18.9,497.70000000000005,7.9,4.2,1.3,0.7,0.3
2018,Udonis Haslem\hasleud01,37,14,71.39999999999999,1.8,0.252,-0.1,-0.1,0.2,0.5,9.799999999999999,5.6000000000000005,0,1.4000000000000001,8.4,0.6,0.7,0.4,0,0.1
2018,Nigel Hayes\hayesni01,23,9,122.39999999999999,6.4,0.39299999999999996,-0.1,-0.1,0.33299999999999996,0.33299999999999996,21.599999999999998,6.3,1.8,2.6999999999999997,27,3,2.4,0.7,0.2,0.3
2018,Nigel Hayes\hayesni01,23,2,11,9.8,0.436,0,0,0.33299999999999996,1,0,2,0,0,3,1.5,0,1,0,0
2018,Nigel Hayes\hayesni01,23,2,6,34.9,1.5,0,0,1,,0,0,0,0,6,3,0,0,0,0
2018,Nigel Hayes\hayesni01,23,5,105,4.4,0.312,-0.1,-0.1,0.28600000000000003,0,22,4,2,3,18,3.6,4.4,0.8,0.4,0.6
2018,Gordon Hayward\haywago01,27,1,5,7.3,0.5,0,0,0.5,,1,0,0,0,2,2,1,0,0,0
2018,Reggie Hearn\hearnre01,26,3,6.8999999999999995,13.1,0.75,0,0,0.5,,0,0,0,0,3,1,0,0,0,0
2018,Myke Henry\henrymy01,25,20,378,9.7,0.47200000000000003,0.1,0.1,0.376,0.6,38,22,32,6,108,5.4,1.9,1.1,1.6,0.3
2018,John Henson\hensojo01,27,76,1968.3999999999999,15.7,0.5820000000000001,4.9,1.2,0.5720000000000001,0.57,516.8,114,45.6,106.39999999999999,668.8000000000001,8.8,6.8,1.5,0.6,1.4
2018,Juan Hernangomez\hernaju01,22,25,277.5,9.7,0.511,0.4,-0.1,0.387,0.833,55.00000000000001,12.5,5,2.5,82.5,3.3,2.2,0.5,0.2,0.1
2018,Willy Hernangomez\hernawi01,23,48,494.40000000000003,21.2,0.604,1.8,0.4,0.555,0.6559999999999999,182.39999999999998,33.599999999999994,19.200000000000003,14.399999999999999,244.79999999999998,5.1,3.8,0.7,0.4,0.3
2018,Willy Hernangomez\hernawi01,23,26,234,16.9,0.595,0.3,0.1,0.605,0.429,67.60000000000001,20.8,7.8,7.8,111.8,4.3,2.6,0.8,0.3,0.3
2018,Willy Hernangomez\hernawi01,23,22,261.8,25,0.612,1.5,0.3,0.506,0.758,116.6,11,11,8.8,134.2,6.1,5.3,0.5,0.5,0.4
2018,Mario Hezonja\hezonma01,22,75,1657.5,13.7,0.544,2.3,0.5,0.442,0.8190000000000001,277.5,105,82.5,30,720,9.6,3.7,1.4,1.1,0.4
2018,Isaiah Hicks\hicksis01,23,18,239.4,6.8,0.501,0,-0.2,0.45799999999999996,0.667,41.4,16.2,1.8,3.6,79.2,4.4,2.3,0.9,0.1,0.2
2018,Buddy Hield\hieldbu01,24,80,2024,16.1,0.557,2.8,0.9,0.446,0.877,304,152,88,24,1080,13.5,3.8,1.9,1.1,0.3
2018,Nene Hilario\hilarne01,35,52,759.1999999999999,16.4,0.594,2.6,0.2,0.569,0.636,176.79999999999998,46.800000000000004,26,15.6,338,6.5,3.4,0.9,0.5,0.3
2018,George Hill\hillge01,31,67,1809,13.3,0.58,3.2,0.6,0.46,0.7859999999999999,180.9,187.6,60.300000000000004,26.8,670,10,2.7,2.8,0.9,0.4
2018,George Hill\hillge01,31,43,1143.8,14,0.597,2.1,0.4,0.469,0.778,116.10000000000001,120.39999999999999,38.7,12.9,442.90000000000003,10.3,2.7,2.8,0.9,0.3
2018,George Hill\hillge01,31,24,669.5999999999999,12.2,0.551,1.1,0.2,0.444,0.805,64.80000000000001,67.19999999999999,21.6,14.399999999999999,225.60000000000002,9.4,2.7,2.8,0.9,0.6
2018,Solomon Hill\hillso01,26,12,187.2,4.8,0.332,-0.1,-0.1,0.268,0.5,36,21.6,7.199999999999999,1.2000000000000002,28.799999999999997,2.4,3,1.8,0.6,0.1
2018,Darrun Hilliard\hillida01,24,14,95.2,3.4,0.36200000000000004,0,-0.1,0.263,0.857,7,11.200000000000001,1.4000000000000001,0,15.400000000000002,1.1,0.5,0.8,0.1,0
2018,Jrue Holiday\holidjr01,27,81,2924.1,17.8,0.57,7.1,3,0.494,0.7859999999999999,364.5,486,121.5,64.8,1539,19,4.5,6,1.5,0.8
2018,Justin Holiday\holidju01,28,72,2268,10.8,0.513,1.7,0.4,0.371,0.823,288,151.20000000000002,79.2,28.8,878.4,12.2,4,2.1,1.1,0.4
2018,John Holland\hollajo02,29,24,175.2,5.9,0.41700000000000004,-0.2,-0.2,0.28800000000000003,0.6920000000000001,24,4.800000000000001,7.199999999999999,2.4000000000000004,55.199999999999996,2.3,1,0.2,0.3,0.1
2018,Rondae Hollis-Jefferson\holliro01,23,68,1917.6,16.9,0.5479999999999999,4.1,0.8,0.47200000000000003,0.7879999999999999,462.4,170,68,47.599999999999994,945.2,13.9,6.8,2.5,1,0.7
2018,Richaun Holmes\holmeri01,24,48,744,17.4,0.585,2.8,0.7,0.56,0.6609999999999999,211.20000000000002,62.400000000000006,19.200000000000003,28.799999999999997,312,6.5,4.4,1.3,0.4,0.6
2018,Rodney Hood\hoodro01,25,60,1614,14.3,0.546,2.7,0,0.429,0.86,168,96,48,12,882,14.7,2.8,1.6,0.8,0.2
2018,Rodney Hood\hoodro01,25,39,1084.2,15.1,0.551,1.9,0.1,0.424,0.8759999999999999,109.19999999999999,66.3,31.200000000000003,7.800000000000001,655.2,16.8,2.8,1.7,0.8,0.2
2018,Rodney Hood\hoodro01,25,21,531.3000000000001,12.7,0.5329999999999999,0.8,-0.1,0.442,0.813,54.6,29.4,14.7,4.2,226.8,10.8,2.6,1.4,0.7,0.2
2018,Scotty Hopson\hopsosc01,28,1,8,-4.6,0.266,0,0,0,0.5,0,1,0,0,1,1,0,1,0,0
2018,Al Horford\horfoal01,31,72,2275.2000000000003,17.6,0.575,7.8,3.5,0.489,0.7829999999999999,532.8000000000001,338.40000000000003,43.199999999999996,79.2,928.8000000000001,12.9,7.4,4.7,0.6,1.1
2018,Danuel House\houseda01,24,23,402.5,12.4,0.5329999999999999,0.6,-0.1,0.434,0.8059999999999999,75.89999999999999,25.3,6.8999999999999995,6.8999999999999995,151.79999999999998,6.6,3.3,1.1,0.3,0.3
2018,Dwight Howard\howardw01,32,81,2462.4,20.5,0.5770000000000001,6.8,1.1,0.555,0.574,1012.5,105.3,48.6,129.6,1344.6000000000001,16.6,12.5,1.3,0.6,1.6
2018,Josh Huestis\huestjo01,26,69,979.8,5.4,0.41700000000000004,0.5,-0.5,0.33,0.3,158.7,20.7,13.8,41.4,158.7,2.3,2.3,0.3,0.2,0.6
2018,R.J. Hunter\hunterj01,24,5,45,8.5,0.455,0,0,0.35,1,5,3,3,0,19,3.8,1,0.6,0.6,0
2018,Vince Hunter\huntevi01,23,4,7.2,35.8,0.6,0,0,0.6,,3.2,0,0,1.2,6,1.5,0.8,0,0,0.3
2018,Serge Ibaka\ibakase01,28,76,2090,14.7,0.574,5.1,1,0.483,0.797,478.8,60.800000000000004,30.400000000000002,98.8,957.6,12.6,6.3,0.8,0.4,1.3
2018,Andre Iguodala\iguodan01,34,64,1619.2,11.2,0.536,3.2,0.9,0.46299999999999997,0.632,243.2,211.2,51.2,38.4,384,6,3.8,3.3,0.8,0.6
2018,Ersan Ilyasova\ilyaser01,30,69,1731.9,14.9,0.5579999999999999,4,0.9,0.452,0.778,407.1,89.7,62.1,27.6,752.1,10.9,5.9,1.3,0.9,0.4
2018,Ersan Ilyasova\ilyaser01,30,46,1173,15.1,0.569,2.6,0.6,0.45899999999999996,0.8,253,50.6,46,18.400000000000002,501.40000000000003,10.9,5.5,1.1,1,0.4
2018,Ersan Ilyasova\ilyaser01,30,23,554.3000000000001,14.6,0.537,1.4,0.3,0.439,0.733,154.1,39.1,16.099999999999998,9.200000000000001,248.4,10.8,6.7,1.7,0.7,0.4
2018,Joe Ingles\inglejo01,30,82,2574.7999999999997,14.4,0.623,7.6,3.3,0.467,0.795,344.40000000000003,393.59999999999997,90.2,16.400000000000002,943,11.5,4.2,4.8,1.1,0.2
2018,Andre Ingram\ingraan01,32,2,64,16.3,0.655,0.2,0.1,0.47100000000000003,1,6,7,3,3,24,12,3,3.5,1.5,1.5
2018,Brandon Ingram\ingrabr01,20,59,1976.5,13.8,0.536,2.8,0.4,0.47,0.6809999999999999,312.7,230.1,47.2,41.3,949.9000000000001,16.1,5.3,3.9,0.8,0.7
2018,Kyrie Irving\irvinky01,25,60,1932.0000000000002,25,0.61,8.9,4,0.491,0.889,228,306,66,18,1464,24.4,3.8,5.1,1.1,0.3
2018,Jonathan Isaac\isaacjo01,20,27,537.3,9.8,0.465,0.2,0,0.379,0.76,99.9,18.9,32.4,29.700000000000003,145.8,5.4,3.7,0.7,1.2,1.1
2018,Wesley Iwundu\iwundwe01,23,62,1023,7.8,0.48,0.7,-0.4,0.42700000000000005,0.723,136.4,55.800000000000004,31,12.4,229.4,3.7,2.2,0.9,0.5,0.2
