Year,Player,Age,G,MP,PER,TS%,WS,VORP,FG%,FT%,TRB,AST,STL,BLK,PTS,PPG,RPG,APG,SPG,BPG,MVP
1993,Matt Othick,23,4,39,5.9,0.68,0,0,0.6,0,2,7,1,0,8,2,0.5,1.75,0.25,0,0
1993,Doug Overton,23,45,990,11.8,0.51,0.6,-0.5,0.47100000000000003,0.728,106,157,31,6,366,8.133333333333333,2.3555555555555556,3.488888888888889,0.6888888888888889,0.13333333333333333,0
1993,Billy Owens,23,37,1201,16.9,0.534,2.2,1,0.501,0.639,264,144,35,28,612,16.54054054054054,7.135135135135135,3.891891891891892,0.9459459459459459,0.7567567567567568,0
1993,Robert Pack,23,77,1579,16.4,0.545,3.1,0.4,0.47,0.768,160,335,81,10,810,10.519480519480519,2.0779220779220777,4.35064935064935,1.051948051948052,0.12987012987012986,0
1993,Gerald Paddio,27,41,307,16.3,0.47,0.6,0,0.447,0.667,50,33,14,6,158,3.8536585365853657,1.2195121951219512,0.8048780487804879,0.34146341463414637,0.14634146341463414,0
1993,Walter Palmer,24,20,124,12.8,0.49200000000000005,0,-0.2,0.474,0.667,44,5,1,5,60,3,2.2,0.25,0.05,0.25,0
1993,Robert Parish*,39,79,2146,19.2,0.565,6.8,1.5,0.535,0.6890000000000001,740,61,57,107,994,12.582278481012658,9.367088607594937,0.7721518987341772,0.7215189873417721,1.3544303797468353,0
1993,John Paxson,32,59,1030,9.3,0.509,1.9,-0.5,0.451,0.85,48,136,38,2,246,4.169491525423729,0.8135593220338984,2.305084745762712,0.6440677966101694,0.03389830508474576,0
1993,Kenny Payne,26,13,154,14.2,0.45799999999999996,0,-0.1,0.42200000000000004,1,24,18,5,2,84,6.461538461538462,1.8461538461538463,1.3846153846153846,0.38461538461538464,0.15384615384615385,0
1993,Gary Payton*,24,82,2548,17,0.529,7.8,3.3,0.494,0.77,281,399,177,21,1110,13.536585365853659,3.426829268292683,4.865853658536586,2.158536585365854,0.25609756097560976,0
1993,Anthony Peeler,23,77,1656,13.9,0.5529999999999999,2.7,0.2,0.46799999999999997,0.7859999999999999,179,166,60,14,802,10.415584415584416,2.324675324675325,2.155844155844156,0.7792207792207793,0.18181818181818182,0
1993,Will Perdue,27,72,998,14.8,0.578,2.5,0.4,0.557,0.604,287,74,22,47,341,4.736111111111111,3.986111111111111,1.0277777777777777,0.3055555555555556,0.6527777777777778,0
1993,Sam Perkins,31,79,2351,16.5,0.555,6.9,1.9,0.47700000000000004,0.82,524,156,60,82,1036,13.113924050632912,6.632911392405063,1.9746835443037976,0.759493670886076,1.0379746835443038,0
1993,Sam Perkins,31,49,1589,16.2,0.539,4.2,1.3,0.45899999999999996,0.8290000000000001,379,128,40,51,673,13.73469387755102,7.73469387755102,2.6122448979591835,0.8163265306122449,1.0408163265306123,0
1993,Sam Perkins,31,30,762,16.9,0.588,2.8,0.6,0.511,0.795,145,28,20,31,363,12.1,4.833333333333333,0.9333333333333333,0.6666666666666666,1.0333333333333334,0
1993,Tim Perry,27,81,2104,12,0.519,2,0.1,0.46799999999999997,0.71,409,126,40,91,731,9.024691358024691,5.049382716049383,1.5555555555555556,0.49382716049382713,1.123456790123457,0
1993,Chuck Person,28,78,2985,12.2,0.495,0,0.2,0.433,0.649,433,343,67,30,1309,16.78205128205128,5.551282051282051,4.397435897435898,0.8589743589743589,0.38461538461538464,0
1993,Drazen Petrovic*,28,70,2660,17.3,0.605,8.4,2.7,0.518,0.87,190,247,94,13,1564,22.34285714285714,2.7142857142857144,3.5285714285714285,1.3428571428571427,0.18571428571428572,0
1993,Bobby Phills,23,31,139,14.2,0.5,-0.1,-0.2,0.46299999999999997,0.6,17,10,10,2,93,3,0.5483870967741935,0.3225806451612903,0.3225806451612903,0.06451612903225806,0
1993,Ricky Pierce,33,77,2218,19.2,0.5720000000000001,7.7,1.7,0.489,0.889,192,220,100,7,1403,18.22077922077922,2.4935064935064934,2.857142857142857,1.2987012987012987,0.09090909090909091,0
1993,Ed Pinckney,29,7,151,10.5,0.5379999999999999,0.3,-0.1,0.41700000000000004,0.9229999999999999,43,1,4,7,32,4.571428571428571,6.142857142857143,0.14285714285714285,0.5714285714285714,1,0
1993,Scottie Pippen*,27,81,3123,19.2,0.51,8.6,5,0.473,0.6629999999999999,621,507,173,73,1510,18.641975308641975,7.666666666666667,6.2592592592592595,2.1358024691358026,0.9012345679012346,0
1993,Gary Plummer,30,60,737,8.6,0.521,0.4,-0.6,0.465,0.726,173,40,14,11,281,4.683333333333334,2.8833333333333333,0.6666666666666666,0.23333333333333334,0.18333333333333332,0
1993,Olden Polynice,28,67,1299,14.6,0.494,2.6,-0.3,0.49,0.465,418,29,31,21,486,7.253731343283582,6.2388059701492535,0.43283582089552236,0.4626865671641791,0.31343283582089554,0
1993,Terry Porter,29,81,2883,17,0.5770000000000001,8.8,3.2,0.45399999999999996,0.843,316,419,101,10,1476,18.22222222222222,3.9012345679012346,5.172839506172839,1.2469135802469136,0.12345679012345678,0
1993,Paul Pressey,34,18,268,8.4,0.507,0.1,-0.1,0.439,0.778,31,30,11,5,79,4.388888888888889,1.7222222222222223,1.6666666666666667,0.6111111111111112,0.2777777777777778,0
1993,Brent Price,24,68,859,9.3,0.424,-0.6,-0.6,0.358,0.794,103,154,56,3,262,3.8529411764705883,1.5147058823529411,2.264705882352941,0.8235294117647058,0.04411764705882353,0
1993,Mark Price,28,75,2380,22.1,0.609,9.8,3.1,0.484,0.948,201,602,89,11,1365,18.2,2.68,8.026666666666667,1.1866666666666668,0.14666666666666667,0
1993,Anthony Pullard,26,8,37,9.2,0.44,-0.1,-0.1,0.444,0.33299999999999996,8,2,2,2,17,2.125,1,0.25,0.25,0.25,0
1993,Kurt Rambis,34,72,822,11.2,0.562,1.7,0.4,0.519,0.662,227,53,43,18,177,2.4583333333333335,3.1527777777777777,0.7361111111111112,0.5972222222222222,0.25,0
1993,Kurt Rambis,34,5,41,4.6,0.5710000000000001,-0.1,0,0.5710000000000001,0.5,6,1,3,0,9,1.8,1.2,0.2,0.6,0,0
1993,Kurt Rambis,34,67,781,11.6,0.561,1.7,0.4,0.516,0.667,221,52,40,18,168,2.5074626865671643,3.298507462686567,0.7761194029850746,0.5970149253731343,0.26865671641791045,0
1993,Mark Randall,25,37,248,11.9,0.53,0.3,-0.1,0.5,0.615,55,11,4,2,97,2.6216216216216215,1.4864864864864864,0.2972972972972973,0.10810810810810811,0.05405405405405406,0
1993,Mark Randall,25,2,8,-8.6,0,0,0,0,,0,1,0,0,0,0,0,0.5,0,0,0
1993,Mark Randall,25,35,240,12.6,0.536,0.4,-0.1,0.506,0.615,55,10,4,2,97,2.7714285714285714,1.5714285714285714,0.2857142857142857,0.11428571428571428,0.05714285714285714,0
1993,Blair Rasmussen,30,22,283,4.8,0.414,0,-0.3,0.375,0.6920000000000001,55,5,5,10,71,3.227272727272727,2.5,0.22727272727272727,0.22727272727272727,0.45454545454545453,0
1993,J.R. Reid,24,83,1887,12.5,0.5429999999999999,3.4,-0.2,0.47600000000000003,0.764,456,80,47,31,780,9.397590361445783,5.493975903614458,0.963855421686747,0.5662650602409639,0.37349397590361444,0
1993,J.R. Reid,24,17,295,12.3,0.514,0.4,0,0.429,0.741,70,24,11,5,127,7.470588235294118,4.117647058823529,1.411764705882353,0.6470588235294118,0.29411764705882354,0
1993,J.R. Reid,24,66,1592,12.6,0.5489999999999999,3,-0.2,0.485,0.77,386,56,36,26,653,9.893939393939394,5.848484848484849,0.8484848484848485,0.5454545454545454,0.3939393939393939,0
1993,Glen Rice,25,82,3082,15,0.534,6.3,1.9,0.44,0.82,424,180,92,25,1554,18.951219512195124,5.170731707317073,2.1951219512195124,1.1219512195121952,0.3048780487804878,0
1993,Pooh Richardson,26,74,2396,14.5,0.508,4,0.7,0.479,0.742,267,573,94,12,769,10.391891891891891,3.608108108108108,7.743243243243243,1.2702702702702702,0.16216216216216217,0
1993,Mitch Richmond*,27,45,1728,15.6,0.5579999999999999,3.1,0.7,0.474,0.845,154,221,53,9,987,21.933333333333334,3.422222222222222,4.911111111111111,1.1777777777777778,0.2,0
1993,Doc Rivers,31,77,1886,14.6,0.534,6.5,2.1,0.43700000000000006,0.821,192,405,123,9,604,7.8441558441558445,2.4935064935064934,5.259740259740259,1.5974025974025974,0.11688311688311688,0
1993,Fred Roberts,32,79,1488,15.5,0.596,3.9,0.8,0.528,0.799,237,118,57,27,599,7.582278481012659,3,1.4936708860759493,0.7215189873417721,0.34177215189873417,0
1993,Stanley Roberts,22,77,1816,14.7,0.531,3.2,0.1,0.527,0.488,478,59,34,141,870,11.2987012987013,6.207792207792208,0.7662337662337663,0.44155844155844154,1.8311688311688312,0
1993,Alvin Robertson,30,69,2006,13.2,0.519,3.4,2.2,0.45799999999999996,0.6559999999999999,269,263,155,18,618,8.956521739130435,3.898550724637681,3.8115942028985508,2.246376811594203,0.2608695652173913,0
1993,Alvin Robertson,30,39,1065,13.6,0.528,1.6,0.9,0.479,0.629,137,156,90,9,339,8.692307692307692,3.5128205128205128,4,2.3076923076923075,0.23076923076923078,0
1993,Alvin Robertson,30,30,941,12.7,0.508,1.7,1.3,0.434,0.69,132,107,65,9,279,9.3,4.4,3.566666666666667,2.1666666666666665,0.3,0
1993,Clifford Robinson,26,82,2575,18.8,0.517,6.8,2.4,0.473,0.69,542,182,98,163,1570,19.146341463414632,6.609756097560975,2.2195121951219514,1.1951219512195121,1.9878048780487805,0
1993,David Robinson*,27,82,3211,24.2,0.569,13.2,7,0.501,0.732,956,301,127,264,1916,23.365853658536587,11.658536585365853,3.6707317073170733,1.548780487804878,3.2195121951219514,0
1993,Larry Robinson,25,4,33,12,0.41200000000000003,0,0,0.375,0.6,3,3,1,1,15,3.75,0.75,0.75,0.25,0.25,0
1993,Rumeal Robinson,26,80,1585,13.7,0.46399999999999997,1.9,0.3,0.423,0.574,159,323,96,12,672,8.4,1.9875,4.0375,1.2,0.15,0
1993,Dennis Rodman*,31,62,2410,13.6,0.467,5.5,1.7,0.42700000000000005,0.534,1132,102,48,45,468,7.548387096774194,18.258064516129032,1.6451612903225807,0.7741935483870968,0.7258064516129032,0
1993,Tree Rollins,37,42,247,5.2,0.335,0.2,-0.2,0.268,0.75,60,10,6,15,31,0.7380952380952381,1.4285714285714286,0.23809523809523808,0.14285714285714285,0.35714285714285715,0
1993,Sean Rooks,23,72,2087,14.7,0.528,1.5,-0.3,0.493,0.602,536,95,38,81,970,13.472222222222221,7.444444444444445,1.3194444444444444,0.5277777777777778,1.125,0
1993,Donald Royal,26,77,1636,14.5,0.627,5.1,0.8,0.496,0.815,295,80,36,25,706,9.168831168831169,3.831168831168831,1.0389610389610389,0.4675324675324675,0.3246753246753247,0
1993,Delaney Rudd,30,15,95,1.7,0.308,-0.3,-0.2,0.19399999999999998,0.7859999999999999,9,17,1,0,26,1.7333333333333334,0.6,1.1333333333333333,0.06666666666666667,0,0
1993,Jeff Ruland,34,11,55,5.2,0.47,0,0,0.455,0.5,18,2,2,0,12,1.0909090909090908,1.6363636363636365,0.18181818181818182,0.18181818181818182,0,0
1993,John Salley,28,51,1422,11.9,0.5710000000000001,2.5,1,0.502,0.799,313,83,32,70,423,8.294117647058824,6.137254901960785,1.6274509803921569,0.6274509803921569,1.3725490196078431,0
1993,Jeff Sanders,27,9,120,6.9,0.42100000000000004,-0.1,0,0.4,0.5,29,6,8,1,24,2.6666666666666665,3.2222222222222223,0.6666666666666666,0.8888888888888888,0.1111111111111111,0
1993,Mike Sanders,32,53,1189,11.8,0.528,2,0.1,0.49700000000000005,0.7559999999999999,170,75,39,30,454,8.566037735849056,3.207547169811321,1.4150943396226414,0.7358490566037735,0.5660377358490566,0
1993,Danny Schayes,33,70,1124,10.6,0.498,1.4,-0.3,0.39899999999999997,0.818,249,78,36,36,322,4.6,3.557142857142857,1.1142857142857143,0.5142857142857142,0.5142857142857142,0
1993,Steve Scheffler,25,29,166,13.1,0.564,0.6,0,0.521,0.667,36,5,6,1,66,2.2758620689655173,1.2413793103448276,0.1724137931034483,0.20689655172413793,0.034482758620689655,0
1993,Dwayne Schintzius,24,5,35,12.5,0.42100000000000004,0.1,0,0.28600000000000003,1,8,2,2,2,7,1.4,1.6,0.4,0.4,0.4,0
1993,Detlef Schrempf,30,82,3098,19.2,0.5710000000000001,10.4,4.8,0.47600000000000003,0.804,780,493,79,27,1567,19.109756097560975,9.512195121951219,6.012195121951219,0.9634146341463414,0.32926829268292684,0
1993,Byron Scott,31,58,1677,14.4,0.535,3.3,0.3,0.449,0.848,134,157,55,13,792,13.655172413793103,2.310344827586207,2.706896551724138,0.9482758620689655,0.22413793103448276,0
1993,Dennis Scott,24,54,1759,13.2,0.527,2.8,0.9,0.431,0.7859999999999999,186,136,57,18,858,15.88888888888889,3.4444444444444446,2.5185185185185186,1.0555555555555556,0.3333333333333333,0
1993,Malik Sealy,22,58,672,12.7,0.469,0.2,-0.3,0.426,0.6890000000000001,112,47,36,7,330,5.689655172413793,1.9310344827586208,0.8103448275862069,0.6206896551724138,0.1206896551724138,0
1993,Rony Seikaly,27,72,2456,18,0.557,6.5,0.8,0.48,0.735,846,100,38,83,1232,17.11111111111111,11.75,1.3888888888888888,0.5277777777777778,1.1527777777777777,0
1993,Brad Sellers,30,54,533,8.4,0.45899999999999996,0,-0.5,0.377,0.9490000000000001,83,46,6,11,135,2.5,1.537037037037037,0.8518518518518519,0.1111111111111111,0.2037037037037037,0
1993,Charles Shackleford,26,48,568,13.1,0.515,0.9,-0.2,0.488,0.633,205,26,13,25,191,3.9791666666666665,4.270833333333333,0.5416666666666666,0.2708333333333333,0.5208333333333334,0
1993,Brian Shaw,26,68,1603,11.3,0.465,1.8,0.5,0.39299999999999996,0.782,257,235,48,19,498,7.323529411764706,3.7794117647058822,3.4558823529411766,0.7058823529411765,0.27941176470588236,0
1993,Lionel Simmons,24,69,2502,15.5,0.508,3.8,1.7,0.444,0.8190000000000001,495,312,95,38,1235,17.89855072463768,7.173913043478261,4.521739130434782,1.3768115942028984,0.5507246376811594,0
1993,Scott Skiles,28,78,3086,15.2,0.581,8,2.3,0.467,0.892,290,735,86,2,1201,15.397435897435898,3.717948717948718,9.423076923076923,1.1025641025641026,0.02564102564102564,0
1993,Charles Smith,27,81,2172,14.9,0.542,6.6,2.1,0.469,0.782,432,142,48,96,1003,12.382716049382717,5.333333333333333,1.7530864197530864,0.5925925925925926,1.1851851851851851,0
1993,Chris Smith,22,80,1266,11.1,0.508,1.1,-0.8,0.433,0.792,96,196,48,16,347,4.3375,1.2,2.45,0.6,0.2,0
1993,Doug Smith,23,61,1524,10.3,0.45399999999999996,-0.9,-0.8,0.434,0.757,328,104,48,52,634,10.39344262295082,5.377049180327869,1.7049180327868851,0.7868852459016393,0.8524590163934426,0
1993,Kenny Smith,27,82,2422,17.1,0.633,8.2,1.6,0.52,0.878,160,446,80,7,1065,12.987804878048781,1.951219512195122,5.439024390243903,0.975609756097561,0.08536585365853659,0
1993,LaBradford Smith,23,69,1546,10.9,0.51,0.8,-1,0.45799999999999996,0.858,106,186,58,9,639,9.26086956521739,1.536231884057971,2.6956521739130435,0.8405797101449275,0.13043478260869565,0
1993,Larry Smith,35,66,833,7.1,0.44,1.2,0.2,0.43700000000000006,0.409,268,28,23,16,85,1.2878787878787878,4.0606060606060606,0.42424242424242425,0.3484848484848485,0.24242424242424243,0
1993,Reggie Smith,22,23,68,7.6,0.34700000000000003,0,-0.1,0.37,0.214,21,1,4,1,23,1,0.9130434782608695,0.043478260869565216,0.17391304347826086,0.043478260869565216,0
1993,Steve Smith,23,48,1610,16.1,0.5429999999999999,3.5,1.4,0.451,0.787,197,267,50,16,766,15.958333333333334,4.104166666666667,5.5625,1.0416666666666667,0.3333333333333333,0
1993,Tony Smith,24,55,752,15.2,0.53,1.5,0.3,0.484,0.7559999999999999,87,63,50,7,330,6,1.5818181818181818,1.1454545454545455,0.9090909090909091,0.12727272727272726,0
1993,Rik Smits,26,81,2072,14.8,0.517,2.7,-0.6,0.486,0.732,432,121,27,75,1155,14.25925925925926,5.333333333333333,1.4938271604938271,0.3333333333333333,0.9259259259259259,0
1993,Andre Spencer,28,20,422,12.8,0.501,0.6,0,0.44799999999999995,0.759,81,24,17,7,187,9.35,4.05,1.2,0.85,0.35,0
1993,Andre Spencer,28,3,15,-8.8,0,-0.1,0,0,,1,0,2,0,0,0,0.3333333333333333,0,0.6666666666666666,0,0
1993,Andre Spencer,28,17,407,13.5,0.509,0.7,0,0.456,0.759,80,24,15,7,187,11,4.705882352941177,1.411764705882353,0.8823529411764706,0.4117647058823529,0
1993,Elmore Spencer,23,44,280,9.7,0.541,0.2,-0.2,0.537,0.5,62,8,8,18,104,2.3636363636363638,1.4090909090909092,0.18181818181818182,0.18181818181818182,0.4090909090909091,0
1993,Felton Spencer,25,71,1296,8.2,0.52,1.1,-0.9,0.465,0.654,324,17,23,66,293,4.126760563380282,4.563380281690141,0.23943661971830985,0.323943661971831,0.9295774647887324,0
1993,Latrell Sprewell,22,77,2741,13.6,0.541,4,1.7,0.46399999999999997,0.746,271,295,126,52,1182,15.35064935064935,3.5194805194805197,3.831168831168831,1.6363636363636365,0.6753246753246753,0
1993,John Starks,27,80,2477,16.3,0.519,7.5,2.9,0.428,0.795,204,404,91,12,1397,17.4625,2.55,5.05,1.1375,0.15,0
1993,Barry Stevens,30,2,6,15.2,0.5,0,0,0.5,,2,0,0,0,2,1,1,0,0,0,0
1993,Larry Stewart,24,81,1823,14.5,0.589,2.9,0.5,0.5429999999999999,0.727,383,146,47,29,796,9.82716049382716,4.728395061728395,1.8024691358024691,0.5802469135802469,0.35802469135802467,0
1993,Bryant Stith,22,39,865,11.7,0.525,1.6,-0.2,0.446,0.8320000000000001,124,49,24,5,347,8.897435897435898,3.1794871794871793,1.2564102564102564,0.6153846153846154,0.1282051282051282,0
1993,Alex Stivrins,30,19,76,13.5,0.503,0,-0.1,0.48700000000000004,0.75,19,3,2,2,41,2.1578947368421053,1,0.15789473684210525,0.10526315789473684,0.10526315789473684,0
1993,Alex Stivrins,30,10,35,14.5,0.611,0,0,0.611,,8,1,1,1,22,2.2,0.8,0.1,0.1,0.1,0
1993,Alex Stivrins,30,1,1,-32.3,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
1993,Alex Stivrins,30,3,25,10.9,0.431,0,0,0.364,0.75,6,2,1,0,11,3.6666666666666665,2,0.6666666666666666,0.3333333333333333,0,0
1993,Alex Stivrins,30,5,15,18.8,0.444,0,0,0.444,,5,0,0,1,8,1.6,1,0,0,0.2,0
1993,John Stockton*,30,82,2863,21.3,0.584,10.6,3.8,0.486,0.7979999999999999,237,987,199,21,1239,15.109756097560975,2.8902439024390243,12.036585365853659,2.426829268292683,0.25609756097560976,0
1993,Rod Strickland,26,78,2474,18,0.5429999999999999,7.4,3,0.485,0.7170000000000001,337,559,131,24,1069,13.705128205128204,4.32051282051282,7.166666666666667,1.6794871794871795,0.3076923076923077,0
1993,Derek Strong,24,23,339,20,0.603,1.5,0.1,0.457,0.8,115,14,11,1,156,6.782608695652174,5,0.6086956521739131,0.4782608695652174,0.043478260869565216,0
1993,Lamont Strothers,24,9,138,5.7,0.382,-0.4,-0.2,0.32799999999999996,0.8,14,13,8,0,50,5.555555555555555,1.5555555555555556,1.4444444444444444,0.8888888888888888,0,0
1993,Terry Teagle,32,2,25,2.1,0.317,0,-0.1,0.28600000000000003,0.5,3,2,0,0,5,2.5,1.5,1,0,0,0
1993,Isiah Thomas*,31,79,2922,15.4,0.488,3.7,1.6,0.418,0.737,232,671,123,18,1391,17.60759493670886,2.9367088607594938,8.49367088607595,1.5569620253164558,0.22784810126582278,0
1993,LaSalle Thompson,31,63,730,10.7,0.515,0.9,-0.1,0.488,0.7440000000000001,178,34,29,24,237,3.761904761904762,2.8253968253968256,0.5396825396825397,0.4603174603174603,0.38095238095238093,0
1993,Otis Thorpe,30,72,2357,14.6,0.575,6,1.9,0.5579999999999999,0.598,589,181,43,19,923,12.819444444444445,8.180555555555555,2.513888888888889,0.5972222222222222,0.2638888888888889,0
1993,Sedale Threatt,31,82,2893,16.5,0.55,7.1,2,0.508,0.823,273,564,142,11,1235,15.060975609756097,3.3292682926829267,6.878048780487805,1.7317073170731707,0.13414634146341464,0
1993,Wayman Tisdale,28,76,2283,15.7,0.54,4.5,0,0.509,0.758,500,108,52,47,1263,16.61842105263158,6.578947368421052,1.4210526315789473,0.6842105263157895,0.618421052631579,0
1993,Tom Tolbert,27,72,1838,10.4,0.552,2.7,0.4,0.498,0.726,412,91,33,21,583,8.097222222222221,5.722222222222222,1.2638888888888888,0.4583333333333333,0.2916666666666667,0
1993,Trent Tucker,33,69,909,14.1,0.584,2.8,0.2,0.485,0.818,71,82,24,6,356,5.159420289855072,1.0289855072463767,1.1884057971014492,0.34782608695652173,0.08695652173913043,0
1993,Jeff Turner,30,75,1479,11.4,0.564,3.1,0.4,0.529,0.8,252,107,19,9,528,7.04,3.36,1.4266666666666667,0.25333333333333335,0.12,0
1993,Kiki Vandeweghe,34,41,494,13.8,0.547,1.1,-0.2,0.45299999999999996,0.879,48,25,13,7,254,6.195121951219512,1.170731707317073,0.6097560975609756,0.3170731707317073,0.17073170731707318,0
1993,Loy Vaught,24,79,1653,16,0.5429999999999999,4.2,0,0.508,0.748,492,54,55,39,743,9.405063291139241,6.227848101265823,0.6835443037974683,0.6962025316455697,0.4936708860759494,0
1993,Gundars Vetra,25,13,89,13.6,0.528,0.1,-0.1,0.475,0.667,8,6,2,0,45,3.4615384615384617,0.6153846153846154,0.46153846153846156,0.15384615384615385,0,0
1993,Darrell Walker,31,37,511,6.4,0.37200000000000005,0.2,-0.1,0.354,0.462,58,53,33,2,80,2.1621621621621623,1.5675675675675675,1.4324324324324325,0.8918918918918919,0.05405405405405406,0
1993,Darrell Walker,31,9,144,0.1,0.185,-0.3,-0.1,0.158,0.33299999999999996,19,9,10,0,8,0.8888888888888888,2.111111111111111,1,1.1111111111111112,0,0
1993,Darrell Walker,31,28,367,8.9,0.42,0.6,0,0.40299999999999997,0.5,39,44,23,2,72,2.5714285714285716,1.3928571428571428,1.5714285714285714,0.8214285714285714,0.07142857142857142,0
1993,Duane Washington,28,4,28,-2.1,0,-0.1,-0.1,0,,2,5,1,0,0,0,0.5,1.25,0.25,0,0
1993,Clarence Weatherspoon,22,82,2654,15,0.519,3.3,0.1,0.469,0.713,589,147,85,67,1280,15.609756097560975,7.182926829268292,1.7926829268292683,1.0365853658536586,0.8170731707317073,0
1993,Marcus Webb,22,9,51,20.1,0.57,0.1,0,0.52,0.619,10,2,1,2,39,4.333333333333333,1.1111111111111112,0.2222222222222222,0.1111111111111111,0.2222222222222222,0
1993,Spud Webb,29,69,2335,14.4,0.536,3.9,0.6,0.433,0.851,193,481,104,6,1000,14.492753623188406,2.7971014492753623,6.971014492753623,1.5072463768115942,0.08695652173913043,0
1993,Robert Werdann,22,28,149,7.7,0.365,-0.1,-0.2,0.305,0.5479999999999999,52,7,6,4,53,1.8928571428571428,1.8571428571428572,0.25,0.21428571428571427,0.14285714285714285,0
1993,Doug West,25,80,3104,14.2,0.5589999999999999,4.3,0.4,0.517,0.841,247,235,85,21,1543,19.2875,3.0875,2.9375,1.0625,0.2625,0
1993,Mark West,32,82,1558,11.4,0.609,3.4,0.3,0.614,0.518,458,29,16,103,436,5.317073170731708,5.585365853658536,0.35365853658536583,0.1951219512195122,1.2560975609756098,0
1993,Randy White,25,64,1433,13.2,0.498,0.8,-0.4,0.435,0.75,370,49,63,45,618,9.65625,5.78125,0.765625,0.984375,0.703125,0
1993,Morlon Wiley,26,58,995,9.9,0.495,0.5,-0.1,0.37799999999999995,0.654,91,181,65,3,263,4.5344827586206895,1.5689655172413792,3.1206896551724137,1.1206896551724137,0.05172413793103448,0
1993,Morlon Wiley,26,25,354,9.3,0.426,0.2,-0.1,0.321,0.625,35,81,26,2,72,2.88,1.4,3.24,1.04,0.08,0
1993,Morlon Wiley,26,33,641,10.3,0.528,0.3,0,0.405,0.667,56,100,39,1,191,5.787878787878788,1.696969696969697,3.0303030303030303,1.1818181818181819,0.030303030303030304,0
1993,Dominique Wilkins*,33,71,2647,24.3,0.57,10.5,3.7,0.46799999999999997,0.828,482,227,70,27,2121,29.87323943661972,6.788732394366197,3.1971830985915495,0.9859154929577465,0.38028169014084506,0
1993,Eddie Lee,30,26,192,21.2,0.602,0.5,-0.3,0.5670000000000001,0.615,40,2,7,1,158,6.076923076923077,1.5384615384615385,0.07692307692307693,0.2692307692307692,0.038461538461538464,0
1993,Gerald Wilkins,29,80,2079,12.9,0.508,3.5,0.1,0.45299999999999996,0.84,214,183,78,18,890,11.125,2.675,2.2875,0.975,0.225,0
1993,Buck Williams,32,82,2498,11.9,0.545,6.1,1.4,0.511,0.645,690,75,81,61,678,8.268292682926829,8.414634146341463,0.9146341463414634,0.9878048780487805,0.7439024390243902,0
1993,Corey Williams,22,35,242,9.3,0.428,0.2,-0.2,0.365,0.818,31,23,4,2,81,2.3142857142857145,0.8857142857142857,0.6571428571428571,0.11428571428571428,0.05714285714285714,0
1993,Herb Williams,34,55,571,10.1,0.429,1.1,0,0.41100000000000003,0.667,146,19,21,28,158,2.8727272727272726,2.6545454545454548,0.34545454545454546,0.38181818181818183,0.509090909090909,0
1993,Hot Rod,30,67,2055,13.7,0.535,4.5,1.3,0.47,0.716,415,152,48,105,738,11.014925373134329,6.1940298507462686,2.2686567164179103,0.7164179104477612,1.5671641791044777,0
1993,Jayson Williams,24,12,139,10.6,0.45399999999999996,0.2,-0.2,0.457,0.389,41,0,4,4,49,4.083333333333333,3.4166666666666665,0,0.3333333333333333,0.3333333333333333,0
1993,John Williams,26,74,1638,10.5,0.461,1.9,0.4,0.43,0.5429999999999999,316,142,83,23,492,6.648648648648648,4.27027027027027,1.9189189189189189,1.1216216216216217,0.3108108108108108,0
1993,Kenny Williams,23,57,844,17.7,0.5579999999999999,2.7,0.6,0.532,0.706,228,38,21,45,348,6.105263157894737,4,0.6666666666666666,0.3684210526315789,0.7894736842105263,0
1993,Lorenzo Williams,23,27,179,10.9,0.461,0.3,0,0.47200000000000003,0.28600000000000003,55,5,5,17,36,1.3333333333333333,2.037037037037037,0.18518518518518517,0.18518518518518517,0.6296296296296297,0
1993,Lorenzo Williams,23,2,18,5.7,0.33299999999999996,0,0,0.33299999999999996,,9,0,0,2,2,1,4.5,0,0,1,0
1993,Lorenzo Williams,23,3,10,3.2,0,0,0,0,,2,0,1,1,0,0,0.6666666666666666,0,0.3333333333333333,0.3333333333333333,0
1993,Lorenzo Williams,23,22,151,12.1,0.499,0.3,0.1,0.516,0.28600000000000003,44,5,4,14,34,1.5454545454545454,2,0.22727272727272727,0.18181818181818182,0.6363636363636364,0
1993,Micheal Williams,26,76,2661,19,0.579,7.6,2.9,0.446,0.907,273,661,165,23,1151,15.144736842105264,3.5921052631578947,8.697368421052632,2.1710526315789473,0.3026315789473684,0
1993,Reggie Williams,28,79,2722,15.8,0.517,5.9,2.6,0.45799999999999996,0.804,428,295,126,76,1341,16.974683544303797,5.417721518987341,3.7341772151898733,1.5949367088607596,0.9620253164556962,0
1993,Scott Williams,24,71,1369,14.6,0.513,3.9,0.8,0.466,0.7140000000000001,451,68,55,66,422,5.943661971830986,6.352112676056338,0.9577464788732394,0.7746478873239436,0.9295774647887324,0
1993,Walt Williams,22,59,1673,15,0.524,1.6,0.8,0.435,0.742,265,178,66,29,1001,16.966101694915253,4.491525423728813,3.016949152542373,1.11864406779661,0.4915254237288136,0
1993,Kevin Willis,30,80,2878,17.4,0.531,6,1.2,0.506,0.653,1028,165,68,41,1435,17.9375,12.85,2.0625,0.85,0.5125,0
