Year,Player,Age,G,MP,PER,TS%,WS,VORP,FG%,FT%,TRB,AST,STL,BLK,PTS,PPG,RPG,APG,SPG,BPG,MVP
2010,Jason Williams,34,82,1703,12.9,0.555,4.5,0.7,0.444,0.7559999999999999,126,298,53,3,493,6.012195121951219,1.5365853658536586,3.6341463414634148,0.6463414634146342,0.036585365853658534,0
2010,Jawad Williams,26,54,742,8.2,0.496,1.1,-0.3,0.39299999999999996,0.711,83,34,12,5,224,4.148148148148148,1.537037037037037,0.6296296296296297,0.2222222222222222,0.09259259259259259,0
2010,Lou Williams,23,64,1912,18.2,0.5760000000000001,5.2,1.5,0.47,0.8240000000000001,187,268,80,15,898,14.03125,2.921875,4.1875,1.25,0.234375,0
2010,Marcus Williams,24,62,872,10.6,0.456,0,-0.5,0.384,0.6729999999999999,93,161,32,1,269,4.338709677419355,1.5,2.596774193548387,0.5161290322580645,0.016129032258064516,0
2010,Marvin Williams,23,81,2468,13,0.54,5.7,1.1,0.455,0.8190000000000001,416,93,66,46,820,10.123456790123457,5.135802469135802,1.1481481481481481,0.8148148148148148,0.5679012345679012,0
2010,Mo Williams,27,69,2359,16.1,0.58,6.7,2.2,0.442,0.894,206,368,70,21,1092,15.826086956521738,2.9855072463768115,5.333333333333333,1.0144927536231885,0.30434782608695654,0
2010,Reggie Williams,23,24,782,16.1,0.588,1.7,0.4,0.495,0.8390000000000001,110,66,23,6,365,15.208333333333334,4.583333333333333,2.75,0.9583333333333334,0.25,0
2010,Sean Williams,23,20,227,7,0.45299999999999996,-0.2,-0.3,0.429,0.526,46,1,8,19,52,2.6,2.3,0.05,0.4,0.95,0
2010,Shelden Williams,26,54,597,14.1,0.612,2,0.1,0.521,0.765,146,21,13,21,201,3.7222222222222223,2.7037037037037037,0.3888888888888889,0.24074074074074073,0.3888888888888889,0
2010,Terrence Williams,22,78,1764,11.5,0.45899999999999996,-0.3,-0.8,0.401,0.715,348,223,43,10,656,8.41025641025641,4.461538461538462,2.858974358974359,0.5512820512820513,0.1282051282051282,0
2010,Metta World,30,77,2605,12.1,0.514,5.3,2.3,0.414,0.688,331,234,106,21,845,10.974025974025974,4.298701298701299,3.038961038961039,1.3766233766233766,0.2727272727272727,0
2010,Antoine Wright,25,67,1392,8.6,0.502,0.3,-0.3,0.406,0.688,190,71,30,11,435,6.492537313432836,2.8358208955223883,1.0597014925373134,0.44776119402985076,0.16417910447761194,0
2010,Dorell Wright,24,72,1496,14.5,0.5670000000000001,4.3,1.3,0.46299999999999997,0.884,235,91,52,32,510,7.083333333333333,3.263888888888889,1.2638888888888888,0.7222222222222222,0.4444444444444444,0
2010,Julian Wright,22,68,871,11.8,0.518,0.8,-0.2,0.5,0.61,144,41,29,18,259,3.8088235294117645,2.1176470588235294,0.6029411764705882,0.4264705882352941,0.2647058823529412,0
2010,Nick Young,24,74,1421,10.7,0.519,1.4,-0.9,0.418,0.8,102,48,28,8,639,8.635135135135135,1.3783783783783783,0.6486486486486487,0.3783783783783784,0.10810810810810811,0
2010,Sam Young,24,80,1321,13,0.518,1.2,-0.8,0.451,0.777,201,52,34,20,595,7.4375,2.5125,0.65,0.425,0.25,0
2010,Thaddeus Young,21,67,2145,14,0.523,2.1,0.1,0.47,0.691,350,97,81,15,926,13.82089552238806,5.223880597014926,1.4477611940298507,1.208955223880597,0.22388059701492538,0
2011,Jeff Adrien,24,23,196,11.3,0.457,0.2,-0.2,0.426,0.579,58,10,4,5,57,2.4782608695652173,2.5217391304347827,0.43478260869565216,0.17391304347826086,0.21739130434782608,0
2011,Arron Afflalo,25,69,2324,13.6,0.62,6.2,2.4,0.498,0.847,251,168,34,31,867,12.565217391304348,3.63768115942029,2.4347826086956523,0.4927536231884058,0.4492753623188406,0
2011,Maurice Ager,26,4,29,10.1,0.682,0,0,0.545,,2,1,1,0,15,3.75,0.5,0.25,0.25,0,0
2011,Alexis Ajinca,22,34,340,12.2,0.507,0.4,-0.1,0.444,0.722,78,10,11,19,143,4.205882352941177,2.2941176470588234,0.29411764705882354,0.3235294117647059,0.5588235294117647,0
2011,Alexis Ajinca,22,10,75,12.8,0.435,0.1,0,0.375,0.667,17,2,3,5,29,2.9,1.7,0.2,0.3,0.5,0
2011,Alexis Ajinca,22,24,265,12,0.53,0.2,-0.1,0.465,0.733,61,8,8,14,114,4.75,2.5416666666666665,0.3333333333333333,0.3333333333333333,0.5833333333333334,0
2011,Solomon Alabi,22,12,59,2,0.18899999999999997,-0.2,-0.1,0.2,0,14,2,2,2,6,0.5,1.1666666666666667,0.16666666666666666,0.16666666666666666,0.16666666666666666,0
2011,Cole Aldrich,22,18,142,7,0.537,0.2,0,0.5329999999999999,0.5,35,4,5,7,18,1,1.9444444444444444,0.2222222222222222,0.2777777777777778,0.3888888888888889,0
2011,LaMarcus Aldridge,25,81,3211,21.5,0.5489999999999999,11.1,3.5,0.5,0.7909999999999999,709,170,82,94,1769,21.839506172839506,8.753086419753087,2.0987654320987654,1.0123456790123457,1.1604938271604939,0
2011,Malik Allen,32,18,178,3.3,0.361,0.2,-0.1,0.355,0.5,32,4,1,4,23,1.2777777777777777,1.7777777777777777,0.2222222222222222,0.05555555555555555,0.2222222222222222,0
2011,Ray Allen,35,80,2890,16.4,0.615,10,4.1,0.491,0.8809999999999999,274,219,77,16,1321,16.5125,3.425,2.7375,0.9625,0.2,0
2011,Tony Allen,29,72,1494,18.3,0.562,4.7,2.1,0.51,0.753,193,104,129,44,643,8.930555555555555,2.6805555555555554,1.4444444444444444,1.7916666666666667,0.6111111111111112,0
2011,Al-Farouq Aminu,20,81,1452,9.6,0.499,0.7,-0.4,0.39399999999999996,0.773,267,60,59,25,457,5.6419753086419755,3.2962962962962963,0.7407407407407407,0.7283950617283951,0.30864197530864196,0
2011,Lou Amundson,28,46,691,11.5,0.452,0.6,-0.5,0.45399999999999996,0.391,185,17,14,33,200,4.3478260869565215,4.021739130434782,0.3695652173913043,0.30434782608695654,0.717391304347826,0
2011,Chris Andersen,32,45,732,19,0.636,3.2,1,0.599,0.637,219,20,23,58,250,5.555555555555555,4.866666666666666,0.4444444444444444,0.5111111111111111,1.288888888888889,0
2011,David Andersen,30,40,373,10.9,0.513,0.3,-0.3,0.46299999999999997,0.636,84,13,5,9,134,3.35,2.1,0.325,0.125,0.225,0
2011,David Andersen,30,11,150,13.8,0.5589999999999999,0.2,0,0.489,1,34,7,3,3,56,5.090909090909091,3.090909090909091,0.6363636363636364,0.2727272727272727,0.2727272727272727,0
2011,David Andersen,30,29,223,8.9,0.484,0.1,-0.3,0.446,0.467,50,6,2,6,78,2.689655172413793,1.7241379310344827,0.20689655172413793,0.06896551724137931,0.20689655172413793,0
2011,James Anderson,21,26,286,8.5,0.529,0.3,-0.1,0.38299999999999995,0.778,23,18,3,6,94,3.6153846153846154,0.8846153846153846,0.6923076923076923,0.11538461538461539,0.23076923076923078,0
2011,Ryan Anderson,22,64,1424,19,0.591,6.4,2.3,0.43,0.812,355,52,30,38,681,10.640625,5.546875,0.8125,0.46875,0.59375,0
2011,Carmelo Anthony,26,77,2751,21.7,0.557,7.9,1.8,0.455,0.838,563,221,68,46,1970,25.584415584415584,7.311688311688312,2.8701298701298703,0.8831168831168831,0.5974025974025974,0
2011,Carmelo Anthony,26,50,1774,21.2,0.547,4.7,1,0.452,0.823,382,140,43,31,1259,25.18,7.64,2.8,0.86,0.62,0
2011,Carmelo Anthony,26,27,977,22.8,0.575,3.2,0.8,0.461,0.872,181,81,25,15,711,26.333333333333332,6.703703703703703,3,0.9259259259259259,0.5555555555555556,0
2011,Joel Anthony,28,75,1463,7.3,0.583,3.3,1.1,0.535,0.644,266,24,10,93,153,2.04,3.546666666666667,0.32,0.13333333333333333,1.24,0
2011,Gilbert Arenas,29,70,1796,10.8,0.47100000000000003,0.5,0.2,0.366,0.784,189,274,74,21,755,10.785714285714286,2.7,3.914285714285714,1.0571428571428572,0.3,0
2011,Gilbert Arenas,29,21,726,14,0.505,0.4,0.3,0.39399999999999996,0.836,70,117,30,12,363,17.285714285714285,3.3333333333333335,5.571428571428571,1.4285714285714286,0.5714285714285714,0
2011,Gilbert Arenas,29,49,1070,8.6,0.444,0.2,0,0.344,0.7440000000000001,119,157,44,9,392,8,2.4285714285714284,3.204081632653061,0.8979591836734694,0.1836734693877551,0
2011,Trevor Ariza,25,75,2600,11.3,0.48700000000000004,3.4,2,0.39799999999999996,0.701,408,162,120,31,826,11.013333333333334,5.44,2.16,1.6,0.41333333333333333,0
2011,Hilton Armstrong,26,53,488,8.8,0.508,0.5,-0.1,0.48700000000000004,0.485,131,14,18,21,92,1.7358490566037736,2.4716981132075473,0.2641509433962264,0.33962264150943394,0.39622641509433965,0
2011,Hilton Armstrong,26,41,412,8.6,0.519,0.4,-0.1,0.484,0.609,114,10,15,16,77,1.8780487804878048,2.7804878048780486,0.24390243902439024,0.36585365853658536,0.3902439024390244,0
2011,Hilton Armstrong,26,12,76,10.1,0.457,0.1,0,0.5,0.2,17,4,3,5,15,1.25,1.4166666666666667,0.3333333333333333,0.25,0.4166666666666667,0
2011,Carlos Arroyo,31,64,1185,9,0.528,1.7,-0.3,0.44,0.83,103,125,21,1,310,4.84375,1.609375,1.953125,0.328125,0.015625,0
2011,Carlos Arroyo,31,49,995,9.5,0.541,1.6,-0.2,0.45799999999999996,0.8,80,100,14,1,274,5.591836734693878,1.6326530612244898,2.0408163265306123,0.2857142857142857,0.02040816326530612,0
2011,Carlos Arroyo,31,15,190,6.7,0.447,0.1,-0.1,0.314,0.917,23,25,7,0,36,2.4,1.5333333333333334,1.6666666666666667,0.4666666666666667,0,0
2011,Darrell Arthur,22,80,1609,15.7,0.534,3.8,0.3,0.49700000000000005,0.813,342,53,52,63,729,9.1125,4.275,0.6625,0.65,0.7875,0
2011,Omer Asik,24,82,989,11.8,0.5589999999999999,2.7,0.4,0.5529999999999999,0.503,306,32,20,56,229,2.792682926829268,3.731707317073171,0.3902439024390244,0.24390243902439024,0.6829268292682927,0
2011,D.J. Augustin,23,82,2757,15.9,0.541,6.2,1.1,0.41600000000000004,0.9059999999999999,225,498,54,3,1178,14.365853658536585,2.7439024390243905,6.073170731707317,0.6585365853658537,0.036585365853658534,0
2011,Luke Babbitt,21,24,137,1,0.305,-0.4,-0.3,0.273,0.33299999999999996,30,6,2,2,36,1.5,1.25,0.25,0.08333333333333333,0.08333333333333333,0
2011,Renaldo Balkman,26,8,62,9.3,0.542,0.1,0,0.462,0.75,7,2,4,2,16,2,0.875,0.25,0.5,0.25,0
2011,Renaldo Balkman,26,5,44,12.8,0.604,0.2,0.1,0.556,0.75,4,2,3,2,13,2.6,0.8,0.4,0.6,0.4,0
2011,Renaldo Balkman,26,3,18,0.7,0.375,0,0,0.25,,3,0,1,0,3,1,1,0,0.3333333333333333,0,0
2011,Marcus Banks,29,3,22,6.8,0.5429999999999999,0,0,0,0.75,1,3,1,0,6,2,0.3333333333333333,1,0.3333333333333333,0,0
2011,Leandro Barbosa,28,58,1395,15.3,0.539,1.5,0,0.45,0.7959999999999999,99,119,50,6,769,13.258620689655173,1.706896551724138,2.0517241379310347,0.8620689655172413,0.10344827586206896,0
2011,J.J. Barea,26,81,1669,14.8,0.535,3.2,0.4,0.439,0.847,159,317,30,1,769,9.493827160493828,1.962962962962963,3.9135802469135803,0.37037037037037035,0.012345679012345678,0
2011,Andrea Bargnani,25,66,2353,16.4,0.5329999999999999,2.5,-0.4,0.44799999999999995,0.82,343,119,34,46,1414,21.424242424242426,5.196969696969697,1.803030303030303,0.5151515151515151,0.696969696969697,0
2011,Matt Barnes,30,53,1020,14.6,0.569,3,1,0.47,0.779,228,71,39,22,356,6.716981132075472,4.30188679245283,1.3396226415094339,0.7358490566037735,0.41509433962264153,0
2011,Earl Barron,29,21,305,6.2,0.361,-0.2,-0.3,0.32299999999999995,0.625,76,11,8,6,79,3.761904761904762,3.619047619047619,0.5238095238095238,0.38095238095238093,0.2857142857142857,0
2011,Earl Barron,29,12,183,1.5,0.301,-0.4,-0.3,0.235,0.6,40,4,6,4,36,3,3.3333333333333335,0.3333333333333333,0.5,0.3333333333333333,0
2011,Earl Barron,29,7,85,17.3,0.475,0.2,0,0.45899999999999996,1,22,4,2,2,36,5.142857142857143,3.142857142857143,0.5714285714285714,0.2857142857142857,0.2857142857142857,0
2011,Earl Barron,29,2,37,3.8,0.295,-0.1,-0.1,0.273,0.5,14,3,0,0,7,3.5,7,1.5,0,0,0
2011,Brandon Bass,25,76,1980,15.9,0.5710000000000001,6.3,0.7,0.515,0.815,424,57,27,52,854,11.236842105263158,5.578947368421052,0.75,0.35526315789473684,0.6842105263157895,0
2011,Tony Battie,34,38,377,9.5,0.489,0.6,-0.2,0.469,0.5710000000000001,99,12,5,15,100,2.6315789473684212,2.6052631578947367,0.3157894736842105,0.13157894736842105,0.39473684210526316,0
2011,Shane Battier,32,82,2375,12.3,0.5670000000000001,5.1,2.7,0.45,0.688,373,185,69,81,624,7.609756097560975,4.548780487804878,2.2560975609756095,0.8414634146341463,0.9878048780487805,0
2011,Shane Battier,32,59,1818,12.9,0.5770000000000001,4,2.2,0.456,0.645,281,153,53,71,509,8.627118644067796,4.762711864406779,2.593220338983051,0.8983050847457628,1.2033898305084745,0
2011,Shane Battier,32,23,557,10.6,0.53,1.1,0.4,0.426,0.882,92,32,16,10,115,5,4,1.391304347826087,0.6956521739130435,0.43478260869565216,0
2011,Nicolas Batum,22,80,2522,14.8,0.563,6.6,2.4,0.455,0.841,361,123,68,49,990,12.375,4.5125,1.5375,0.85,0.6125,0
2011,Jerryd Bayless,22,71,1496,14.1,0.536,1.6,0,0.42200000000000004,0.8059999999999999,165,266,38,5,651,9.169014084507042,2.323943661971831,3.7464788732394365,0.5352112676056338,0.07042253521126761,0
2011,Jerryd Bayless,22,11,149,7.2,0.44299999999999995,-0.2,-0.2,0.34700000000000003,0.765,15,28,2,1,50,4.545454545454546,1.3636363636363635,2.5454545454545454,0.18181818181818182,0.09090909090909091,0
2011,Jerryd Bayless,22,60,1347,14.9,0.545,1.8,0.1,0.429,0.81,150,238,36,4,601,10.016666666666667,2.5,3.966666666666667,0.6,0.06666666666666667,0
2011,Michael Beasley,22,73,2361,15.5,0.51,1.7,-0.3,0.45,0.753,409,158,54,52,1401,19.19178082191781,5.602739726027397,2.164383561643836,0.7397260273972602,0.7123287671232876,0
2011,Rodrigue Beaubois,22,28,496,11.4,0.5,0.2,0.1,0.42200000000000004,0.767,52,64,20,8,236,8.428571428571429,1.8571428571428572,2.2857142857142856,0.7142857142857143,0.2857142857142857,0
2011,Marco Belinelli,24,80,1957,12.1,0.56,3.4,0.5,0.43700000000000006,0.784,151,92,38,6,836,10.45,1.8875,1.15,0.475,0.075,0
2011,Charlie Bell,31,19,171,4.7,0.35700000000000004,-0.1,-0.2,0.27899999999999997,0.5,18,13,6,1,32,1.6842105263157894,0.9473684210526315,0.6842105263157895,0.3157894736842105,0.05263157894736842,0
2011,Raja Bell,34,68,2097,8.2,0.528,1.7,0.1,0.409,0.892,176,118,56,14,541,7.955882352941177,2.588235294117647,1.7352941176470589,0.8235294117647058,0.20588235294117646,0
2011,Mike Bibby,32,80,2285,10.9,0.57,4,0.8,0.431,0.629,195,265,50,9,688,8.6,2.4375,3.3125,0.625,0.1125,0
2011,Mike Bibby,32,56,1674,11.7,0.57,3.1,0.7,0.435,0.63,143,202,38,6,526,9.392857142857142,2.5535714285714284,3.607142857142857,0.6785714285714286,0.10714285714285714,0
2011,Mike Bibby,32,2,29,1.1,0.111,-0.1,-0.1,0.111,,3,8,1,0,2,1,1.5,4,0.5,0,0
2011,Mike Bibby,32,22,582,9,0.601,1,0.2,0.43700000000000006,0.625,49,55,11,3,160,7.2727272727272725,2.227272727272727,2.5,0.5,0.13636363636363635,0
2011,Andris Biedrins,24,59,1397,12.1,0.526,2.6,0.6,0.534,0.32299999999999995,426,60,52,52,294,4.983050847457627,7.220338983050848,1.0169491525423728,0.8813559322033898,0.8813559322033898,0
2011,Chauncey Billups,34,72,2310,18.7,0.617,8,2.3,0.42700000000000005,0.9159999999999999,190,387,71,14,1208,16.77777777777778,2.638888888888889,5.375,0.9861111111111112,0.19444444444444445,0
2011,Chauncey Billups,34,51,1646,18.6,0.634,5.8,1.8,0.43799999999999994,0.9229999999999999,125,271,52,12,840,16.470588235294116,2.450980392156863,5.313725490196078,1.0196078431372548,0.23529411764705882,0
2011,Chauncey Billups,34,21,664,19.1,0.5820000000000001,2.1,0.5,0.40299999999999997,0.902,65,116,19,2,368,17.523809523809526,3.0952380952380953,5.523809523809524,0.9047619047619048,0.09523809523809523,0
2011,DeJuan Blair,21,81,1734,17.1,0.524,4.8,1.3,0.501,0.657,565,77,95,42,674,8.320987654320987,6.9753086419753085,0.9506172839506173,1.1728395061728396,0.5185185185185185,0
2011,Steve Blake,30,79,1581,7.5,0.5,1.8,-0.1,0.359,0.867,156,170,40,3,319,4.037974683544304,1.9746835443037976,2.151898734177215,0.5063291139240507,0.0379746835443038,0
2011,Andray Blatche,24,64,2172,16.9,0.49700000000000005,2.4,0.8,0.445,0.777,526,144,98,51,1076,16.8125,8.21875,2.25,1.53125,0.796875,0
2011,Eric Bledsoe,21,81,1841,10.8,0.499,0.3,0,0.424,0.7440000000000001,223,289,92,26,543,6.703703703703703,2.753086419753086,3.567901234567901,1.1358024691358024,0.32098765432098764,0
2011,Keith Bogans,30,82,1461,9,0.5589999999999999,3.6,0.7,0.40399999999999997,0.6559999999999999,148,101,38,9,359,4.378048780487805,1.8048780487804879,1.2317073170731707,0.4634146341463415,0.10975609756097561,0
2011,Andrew Bogut,26,65,2297,16.7,0.496,5.4,2.6,0.495,0.442,720,131,47,168,830,12.76923076923077,11.076923076923077,2.0153846153846153,0.7230769230769231,2.5846153846153848,0
2011,Matt Bonner,30,66,1432,13.5,0.617,4.4,1.5,0.46399999999999997,0.7440000000000001,239,60,26,21,481,7.287878787878788,3.621212121212121,0.9090909090909091,0.3939393939393939,0.3181818181818182,0
2011,Trevor Booker,23,65,1063,15.3,0.5820000000000001,2.6,0.3,0.5489999999999999,0.6729999999999999,251,35,29,42,346,5.323076923076923,3.8615384615384616,0.5384615384615384,0.4461538461538462,0.6461538461538462,0
2011,Carlos Boozer,29,59,1882,18.8,0.542,5.8,1.3,0.51,0.701,565,145,45,18,1033,17.508474576271187,9.576271186440678,2.457627118644068,0.7627118644067796,0.3050847457627119,0
2011,Chris Bosh,26,77,2795,19.4,0.569,10.3,1.7,0.496,0.815,641,144,59,49,1438,18.675324675324674,8.324675324675324,1.87012987012987,0.7662337662337663,0.6363636363636364,0
2011,Earl Boykins,34,57,862,17.6,0.526,2.3,0.2,0.44299999999999995,0.841,55,141,38,3,408,7.157894736842105,0.9649122807017544,2.473684210526316,0.6666666666666666,0.05263157894736842,0
2011,Craig Brackins,23,3,33,0.1,0.25,-0.1,-0.1,0.25,,4,1,1,0,8,2.6666666666666665,1.3333333333333333,0.3333333333333333,0.3333333333333333,0,0
2011,Avery Bradley,20,31,162,2.2,0.36,-0.5,-0.3,0.34299999999999997,0.5,17,12,9,0,52,1.6774193548387097,0.5483870967741935,0.3870967741935484,0.2903225806451613,0,0
2011,Elton Brand,31,81,2809,18.5,0.5529999999999999,9.4,3.1,0.512,0.78,676,120,92,106,1217,15.024691358024691,8.345679012345679,1.4814814814814814,1.1358024691358024,1.308641975308642,0
2011,Corey Brewer,24,69,1510,11,0.48200000000000004,1.1,0.3,0.395,0.708,175,89,100,16,552,8,2.536231884057971,1.289855072463768,1.4492753623188406,0.2318840579710145,0
2011,Corey Brewer,24,56,1362,10.3,0.47100000000000003,0.6,0.1,0.384,0.708,152,77,89,14,483,8.625,2.7142857142857144,1.375,1.5892857142857142,0.25,0
2011,Corey Brewer,24,13,148,17.6,0.573,0.5,0.2,0.49,0.7140000000000001,23,12,11,2,69,5.3076923076923075,1.7692307692307692,0.9230769230769231,0.8461538461538461,0.15384615384615385,0
2011,Ronnie Brewer,25,81,1781,13.8,0.518,5.4,1.7,0.48,0.654,262,140,106,22,503,6.209876543209877,3.234567901234568,1.728395061728395,1.308641975308642,0.2716049382716049,0
2011,Jon Brockman,23,63,677,9.6,0.5670000000000001,1.9,0,0.511,0.6779999999999999,184,18,14,3,136,2.1587301587301586,2.9206349206349205,0.2857142857142857,0.2222222222222222,0.047619047619047616,0
2011,Aaron Brooks,26,59,1284,13.1,0.489,1.1,-0.5,0.375,0.8859999999999999,78,233,34,3,634,10.745762711864407,1.3220338983050848,3.9491525423728815,0.576271186440678,0.05084745762711865,0
2011,Aaron Brooks,26,34,811,11.7,0.465,0.4,-0.4,0.34600000000000003,0.94,51,129,21,2,394,11.588235294117647,1.5,3.7941176470588234,0.6176470588235294,0.058823529411764705,0
2011,Aaron Brooks,26,25,473,15.6,0.5329999999999999,0.7,-0.1,0.43,0.807,27,104,13,1,240,9.6,1.08,4.16,0.52,0.04,0
2011,Derrick Brown,23,49,576,12.9,0.588,1,0.1,0.565,0.5329999999999999,99,33,20,10,185,3.7755102040816326,2.020408163265306,0.673469387755102,0.40816326530612246,0.20408163265306123,0
2011,Derrick Brown,23,41,488,12.4,0.565,0.8,0,0.5489999999999999,0.532,84,29,16,8,151,3.682926829268293,2.048780487804878,0.7073170731707317,0.3902439024390244,0.1951219512195122,0
2011,Derrick Brown,23,8,88,16,0.7170000000000001,0.2,0.1,0.667,0.5379999999999999,15,4,4,2,34,4.25,1.875,0.5,0.5,0.25,0
2011,Kwame Brown,28,66,1714,12.8,0.55,3.5,-0.1,0.517,0.589,450,43,26,39,524,7.9393939393939394,6.818181818181818,0.6515151515151515,0.3939393939393939,0.5909090909090909,0
2011,Shannon Brown,25,82,1568,13.6,0.518,3.1,0.1,0.425,0.9109999999999999,157,96,67,16,712,8.682926829268293,1.9146341463414633,1.170731707317073,0.8170731707317073,0.1951219512195122,0
2011,Kobe Bryant,32,82,2779,23.9,0.5479999999999999,10.3,4.1,0.451,0.828,419,388,99,12,2078,25.341463414634145,5.109756097560975,4.7317073170731705,1.2073170731707317,0.14634146341463414,0
2011,Chase Budinger,22,78,1738,14.2,0.534,3.4,0.6,0.425,0.855,281,127,41,18,765,9.807692307692308,3.6025641025641026,1.6282051282051282,0.5256410256410257,0.23076923076923078,0
2011,Caron Butler,30,29,867,14.2,0.523,1.2,0.1,0.45,0.773,118,46,28,8,436,15.03448275862069,4.068965517241379,1.5862068965517242,0.9655172413793104,0.27586206896551724,0
2011,Rasual Butler,31,47,770,6.2,0.446,-0.1,-0.6,0.33299999999999996,0.667,77,27,8,15,222,4.723404255319149,1.6382978723404256,0.574468085106383,0.1702127659574468,0.3191489361702128,0
2011,Rasual Butler,31,41,744,5.9,0.433,-0.2,-0.6,0.32299999999999995,0.667,76,27,8,15,206,5.024390243902439,1.853658536585366,0.6585365853658537,0.1951219512195122,0.36585365853658536,0
2011,Rasual Butler,31,6,26,14.5,0.727,0.1,0,0.545,,1,0,0,0,16,2.6666666666666665,0.16666666666666666,0,0,0,0
2011,Andrew Bynum,23,54,1500,21.1,0.606,6.6,2,0.574,0.66,508,73,19,106,612,11.333333333333334,9.407407407407407,1.3518518518518519,0.35185185185185186,1.962962962962963,0
2011,Will Bynum,28,61,1125,15.2,0.524,1.5,-0.3,0.44799999999999995,0.836,74,195,52,4,482,7.901639344262295,1.2131147540983607,3.19672131147541,0.8524590163934426,0.06557377049180328,0
2011,Jose Calderon,29,68,2102,16.3,0.522,3.7,0.4,0.44,0.8540000000000001,202,605,81,7,669,9.838235294117647,2.9705882352941178,8.897058823529411,1.1911764705882353,0.10294117647058823,0
2011,Marcus Camby,36,59,1540,14.8,0.426,3.7,1.7,0.39799999999999996,0.614,606,121,40,92,277,4.694915254237288,10.271186440677965,2.0508474576271185,0.6779661016949152,1.5593220338983051,0
2011,Derrick Caracter,22,41,215,10,0.532,0.3,-0.2,0.485,0.7390000000000001,43,7,4,10,81,1.975609756097561,1.048780487804878,0.17073170731707318,0.0975609756097561,0.24390243902439024,0
2011,Brian Cardinal,33,56,618,9.7,0.672,1.7,0.7,0.43,0.9440000000000001,59,40,24,7,145,2.5892857142857144,1.0535714285714286,0.7142857142857143,0.42857142857142855,0.125,0
2011,Rodney Carney,26,27,336,10.8,0.521,0.3,-0.2,0.418,0.667,48,11,12,5,127,4.703703703703703,1.7777777777777777,0.4074074074074074,0.4444444444444444,0.18518518518518517,0
2011,Rodney Carney,26,25,331,10.7,0.526,0.3,-0.2,0.42100000000000004,0.667,47,11,11,5,125,5,1.88,0.44,0.44,0.2,0
2011,Rodney Carney,26,2,5,20.4,0.33299999999999996,0,0,0.33299999999999996,,1,0,1,0,2,1,0.5,0,0.5,0,0
2011,DeMarre Carroll,24,12,50,8.7,0.38799999999999996,0.1,0,0.33299999999999996,1,8,4,1,1,10,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.08333333333333333,0.08333333333333333,0
2011,DeMarre Carroll,24,7,39,12.4,0.506,0.1,0,0.444,1,8,2,1,1,10,1.4285714285714286,1.1428571428571428,0.2857142857142857,0.14285714285714285,0.14285714285714285,0
2011,DeMarre Carroll,24,5,11,-4.5,0,0,-0.1,0,,0,2,0,0,0,0,0,0.4,0,0,0
2011,Matt Carroll,30,54,582,12.2,0.53,0.8,-0.3,0.447,0.769,68,23,17,6,235,4.351851851851852,1.2592592592592593,0.42592592592592593,0.3148148148148148,0.1111111111111111,0
2011,Anthony Carter,35,33,463,9.2,0.502,0.2,-0.1,0.425,1,51,69,27,6,110,3.3333333333333335,1.5454545454545454,2.090909090909091,0.8181818181818182,0.18181818181818182,0
2011,Anthony Carter,35,14,153,5.4,0.42100000000000004,-0.1,-0.1,0.33299999999999996,1,12,26,9,1,26,1.8571428571428572,0.8571428571428571,1.8571428571428572,0.6428571428571429,0.07142857142857142,0
2011,Anthony Carter,35,19,310,11.1,0.534,0.3,0,0.461,1,39,43,18,5,84,4.421052631578948,2.0526315789473686,2.263157894736842,0.9473684210526315,0.2631578947368421,0
2011,Vince Carter,34,73,2051,14.8,0.528,3.8,1.2,0.43700000000000006,0.74,275,146,67,20,1022,14,3.767123287671233,2,0.9178082191780822,0.273972602739726,0
2011,Vince Carter,34,22,664,16.2,0.557,2.1,0.7,0.47,0.747,90,64,20,3,333,15.136363636363637,4.090909090909091,2.909090909090909,0.9090909090909091,0.13636363636363635,0
2011,Vince Carter,34,51,1387,14.2,0.516,1.7,0.5,0.42200000000000004,0.735,185,82,47,17,689,13.509803921568627,3.627450980392157,1.607843137254902,0.9215686274509803,0.3333333333333333,0
2011,Omri Casspi,22,71,1702,11.7,0.517,2.5,0.3,0.41200000000000003,0.6729999999999999,307,74,54,13,610,8.591549295774648,4.323943661971831,1.0422535211267605,0.7605633802816901,0.18309859154929578,0
2011,Mario Chalmers,24,70,1579,10.3,0.5379999999999999,2.9,0.8,0.39899999999999997,0.871,146,177,76,7,447,6.385714285714286,2.085714285714286,2.5285714285714285,1.0857142857142856,0.1,0
2011,Tyson Chandler,28,74,2059,18.4,0.6970000000000001,9.4,2.2,0.654,0.732,692,32,36,80,748,10.108108108108109,9.35135135135135,0.43243243243243246,0.4864864864864865,1.0810810810810811,0
2011,Wilson Chandler,23,72,2401,14.6,0.537,3.9,0.9,0.45,0.807,408,120,48,94,1100,15.277777777777779,5.666666666666667,1.6666666666666667,0.6666666666666666,1.3055555555555556,0
2011,Wilson Chandler,23,51,1759,15.7,0.5479999999999999,3.4,0.8,0.461,0.807,303,86,34,70,838,16.431372549019606,5.9411764705882355,1.6862745098039216,0.6666666666666666,1.3725490196078431,0
2011,Wilson Chandler,23,21,642,11.6,0.505,0.5,0.1,0.419,0.81,105,34,14,24,262,12.476190476190476,5,1.619047619047619,0.6666666666666666,1.1428571428571428,0
